id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
342,Olea_Europaea,13.672,5.859,7.812,60.547,3.906,80.078,3.906,0,1.953,48.828,23.438,1.953,11.719,0,1.953,0,29.297,17.578,1.953,42.969,0,0,0,0,1.953,3.125,0,7.812,50.781,625,0,0,50.781,0,19.531,17.578,27.344,1.953,1.953,0,5.859,27.344,5.859,9.766,89.844,0,3.906,7.812,0,0,1.953,0,13.672,1.953,7.812,0,42.969,70.312,46.875,13.672,0,0,19.531,0,4.331,46.669,45.826,44.608,42.568,4.672,47.321,48.666,4.846,49.997,50.529,5.269,53.079,5.382,54.843,58.153,61.601,55.769,56.472,56.123,55.216,53.076,52.237,50.972,48.613,43.829,45.512,45.349,4.562,43.325,42.677,44.242,45.508,406,42.795,46.396,45.638,45.043,47.052,45.924,47.513,48.338,48.361,52.069,53.074,54.134,56.785,59.761,60.116,58.614,56.801,54.424,51.026,50.786,48.956,47.961,48.692,45.923,46.681,4.558,4.224,45.571,44.354,43.232,5.859,4.883,0,26.367,0,0,6.836,0,0,18.652,0,0,0,0,3.906,0,0,293,27.344,4.883,0,0,5.859,41.992,30.273,41.992,8.789,4.883,0,0,3.906,0,25.586,977,0,0,79.102,0,32.227,625,2.832,0,9.766,0,6.836,0,977,0,0,0,0,0,18.555,293,0,0,3.906,43.945,18.555,10.742,0,6.836,0,10.742
344,Quercus_Ellipsoidalis,0,0,48.828,125,15.625,0,0,0,0,0,0,0,0,70.312,0,0,3.906,11.719,33.203,1.953,39.062,3.906,0,0,27.344,5.859,3.906,35.156,9.375,1.953,0,0,0,0,0,0,17.578,64.453,7.812,1.953,3.906,29.297,3.906,1.953,64.453,3.906,39.062,1.953,7.812,0,0,0,15.625,11.719,0,3.906,0,35.156,13.281,21.484,0,0,7.812,1.953,43.736,38.062,35.087,37.381,35.107,40.067,42.024,41.592,40.989,42.185,41.836,4.049,40.568,41.857,39.813,40.243,39.903,4.084,39.698,40.246,38.997,36.643,38.192,36.576,38.604,3.795,38.022,36.461,39.719,39.027,39.329,4.282,45.731,48.178,50.108,55.073,54.434,49.304,45.747,42.061,40.943,40.154,3.845,37.672,37.437,34.985,37.022,35.593,34.414,35.402,36.256,36.846,38.785,39.845,4.104,38.873,41.148,41.249,42.368,43.955,45.045,45.616,46.284,45.201,27.344,0,23.438,5.859,7.812,0,4.883,12.695,293,293,5.859,0,27.344,9.766,0,9.766,0,4.883,1.953,11.719,2.832,75.195,0,1.953,37.109,0,12.695,5.859,9.766,25.391,9.766,27.344,0,27.344,19.531,39.062,0,18.555,21.484,11.719,0,48.828,13.672,8.789,6.836,21.484,18.555,0,14.648,3.418,5.859,66.406,5.859,1.953,6.836,0,4.883,977,13.672,0,15.137,0,3.906,41.016
345,Quercus_x_Hispanica,5.859,13.672,27.344,15.625,7.812,0,25.391,5.859,0,23.438,11.719,19.531,11.719,0,13.672,0,46.875,13.672,9.766,21.484,44.922,0,0,1.953,7.812,48.828,0,17.578,29.297,21.484,5.859,3.906,19.531,1.953,11.719,19.531,19.531,37.109,11.719,3.906,0,17.578,3.125,5.859,21.484,1.953,48.828,60.547,0,42.969,13.672,0,50.781,1.953,23.438,7.812,17.578,23.438,19.531,5.859,1.953,0,23.438,0,75.862,72.688,68.563,63.932,59.366,5.501,50.649,46.735,42.716,39.005,35.404,32.211,29.433,2.666,24.687,23.454,23.433,24.217,25.934,28.311,31.277,34.487,38.325,42.269,46.449,50.324,54.704,59.276,64.043,68.537,73.128,78.413,7.629,71.404,66.875,62.223,57.956,54.057,50.231,46.547,42.514,3.905,35.417,31.805,29.047,26.423,24.185,23.011,22.783,23.988,25.837,28.371,31.408,35.007,38.619,42.747,47.104,51.573,56.386,6.115,66.119,71.196,75.149,77.259,977,5.859,0,5.957,0,41.016,0,0,33.203,53.711,6.836,0,9.766,4.883,0,0,11.719,0,45.898,293,0,0,4.883,16.602,6.836,71.289,0,0,3.418,10.742,41.016,0,23.926,0,5.859,0,55.664,0,6.836,21.484,8.789,0,4.883,0,0,0,977,0,25.391,5.859,0,0,49.805,32.227,0,0,0,11.719,2.832,0,0,3.125,8.789,977
348,Lithocarpus_Cleistocarpus,37.109,16.016,27.344,0,0,22.656,5.859,0,5.859,5.859,625,0,68.359,1.953,1.953,0,7.812,25.391,3.906,7.812,0,0,0,0,1.953,3.906,0,1.953,23.438,0,0,0,7.812,0,33.203,42.969,5.859,5.859,1.953,1.953,0,17.578,11.719,1.953,11.719,0,1.953,5.859,0,0,91.797,0,1.953,0,0,0,3.906,33.203,7.812,5.859,0,0,25.391,0,32.866,32.983,39.207,43.013,38.854,36.026,33.307,30.882,28.612,26.937,28.734,27.047,25.573,26.516,28.221,30.969,33.953,37.051,41.283,40.214,34.183,28.441,32.274,3.724,42.603,45.584,40.249,41.788,42.641,44.017,49.544,47.156,41.363,36.081,29.954,23.658,17.299,14.062,18.179,2.334,28.777,30.904,33.593,39.136,4.337,37.911,34.207,30.731,33.244,27.362,21.984,17.498,1.488,20.821,2.745,34.448,36.494,41.205,46.959,44.145,41.449,42.498,43.161,37.816,977,24.414,29.297,0,15.039,9.766,0,73.242,293,0,0,10.742,4.883,0,0,0,63.477,37.109,0,3.418,0,0,3.906,0,0,0,0,63.477,0,26.367,0,0,0,76.172,3.418,0,0,71.289,0,0,0,0,0,977,8.789,78.125,977,48.828,0,0,0,0,0,0,95.703,0,43.945,0,1.953,0,0,0,0,3.906
349,Quercus_Kewensis,7.812,3.906,41.016,52.734,11.719,11.719,21.484,5.859,0,13.672,7.812,15.625,23.438,0,9.766,0,21.484,11.719,19.531,7.812,19.531,0,0,1.953,1.953,23.438,0,37.109,46.875,15.625,1.953,0,29.297,1.953,11.719,33.203,33.203,48.828,13.672,3.906,1.953,27.344,3.125,5.859,33.203,5.859,29.297,15.625,0,5.859,29.297,0,11.719,5.859,11.719,1.953,5.859,3.125,66.406,19.531,1.953,3.906,39.062,3.906,62.776,56.654,53.356,52.644,50.299,48.121,4.588,43.513,40.709,39.523,37.529,34.289,33.751,34.047,34.961,35.078,36.748,38.422,38.076,41.337,40.797,41.939,40.721,40.984,41.783,4.363,44.625,47.801,49.584,52.835,55.778,61.622,6.272,58.313,54.526,5.198,48.508,46.542,4.534,42.413,42.358,41.258,41.403,42.223,40.911,40.042,38.428,37.015,35.353,35.508,34.962,35.683,34.893,35.755,38.002,39.593,41.137,44.506,47.155,50.311,52.882,54.014,53.503,59.249,32.227,19.531,9.766,0,41.016,50.781,20.508,22.461,3.906,0,0,11.719,41.016,0,0,0,19.531,7.812,5.859,16.602,0,0,3.125,0,977,0,977,29.297,0,37.109,293,0,0,11.035,19.531,0,0,71.289,3.906,4.883,0,977,1.953,6.836,32.227,85.938,7.812,27.344,0,0,0,0,0,977,12.402,0,41.016,0,1.953,0,0,0,24.414,29.297
350,Quercus_x_Hispanica,13.672,9.766,19.531,35.156,7.812,7.812,23.438,0,7.812,21.484,15.625,19.531,13.672,5.859,21.484,0,27.344,21.484,23.438,15.625,44.922,1.953,0,7.812,0,23.438,0,15.625,17.578,1.953,3.906,0,19.531,0,0,3.125,9.766,41.016,21.484,7.812,0,25.391,46.875,7.812,37.109,9.766,39.062,37.109,0,41.016,21.484,3.906,54.688,3.906,9.766,1.953,13.672,21.484,25.391,11.719,0,1.953,27.344,0,97.544,92.423,86.388,80.466,74.721,69.367,64.199,5.908,54.277,50.055,45.662,42.125,38.719,35.645,33.161,32.073,32.674,33.061,343,37.123,39.237,42.562,46.515,52.422,57.517,62.746,67.876,72.485,78.175,83.731,90.039,95.882,95.665,89.941,83.782,78.364,72.836,67.968,63.236,58.482,5.386,49.148,45.731,42.131,39.413,37.561,35.255,34.047,33.761,34.404,35.032,37.336,40.385,44.125,47.925,52.631,57.697,63.401,68.982,75.171,81.288,87.494,94.133,10.003,14.648,1.953,3.906,41.992,0,25.391,14.648,0,20.508,13.867,293,0,3.125,12.695,0,977,11.719,0,37.109,5.859,0,0,22.461,0,13.672,8.789,23.438,0,33.203,18.555,63.477,0,13.672,0,21.484,0,11.719,0,46.875,33.203,68.359,1.953,33.203,4.883,10.742,0,14.648,0,24.414,5.859,0,0,13.672,51.758,0,0,977,977,12.695,977,0,3.906,50.781,25.391
354,Quercus_Palustris,0,0,70.312,13.672,5.859,0,0,0,1.953,0,0,3.906,1.953,48.828,3.906,0,1.953,23.438,25.391,5.859,7.812,0,0,0,27.344,11.719,5.859,44.922,60.547,1.953,1.953,1.953,1.953,0,0,3.906,11.719,37.109,3.906,1.953,5.859,25.391,3.906,7.812,27.344,3.906,37.109,0,17.578,0,0,1.953,0,29.297,0,1.953,0,17.578,2.207,25.391,7.812,1.953,5.859,3.906,46.911,45.149,4.204,37.959,36.828,35.851,32.598,29.831,2.979,30.099,27.007,2.321,24.939,27.562,23.533,22.572,2.642,2.622,25.898,30.033,32.124,31.544,36.038,35.752,40.183,42.657,47.709,50.153,54.886,58.317,62.564,64.197,59.715,55.728,52.887,47.975,46.014,43.568,39.655,35.434,33.482,28.276,27.779,26.321,22.653,2.503,23.069,20.638,24.756,22.392,22.115,26.917,27.087,27.568,31.856,34.349,36.139,39.601,42.045,44.561,47.113,48.223,47.582,46.829,0,7.812,30.273,977,54.688,977,3.906,42.969,12.695,0,12.695,11.719,7.812,50.781,0,0,6.836,1.953,1.953,18.555,0,23.438,18.555,0,4.883,0,1.953,22.461,42.969,40.039,66.406,17.578,977,1.953,39.062,0,0,11.719,0,0,0,4.883,0,0,9.766,44.922,2.832,66.406,2.832,5.957,0,11.719,1.953,18.555,38.086,0,293,0,17.578,0,0,977,977,977
355,Quercus_Shumardii,0,0,74.219,58.594,21.484,0,0,0,5.859,1.953,1.953,5.859,3.906,56.641,7.812,0,7.812,7.812,21.484,3.906,27.344,3.906,0,0,3.125,5.859,5.859,35.156,78.125,19.531,1.953,7.812,5.859,0,0,7.812,29.297,82.031,13.672,3.906,7.812,17.578,9.766,7.812,37.109,3.906,52.734,0,5.859,0,0,0,5.859,11.719,0,7.812,3.906,25.391,10.938,25.391,0,0,19.531,9.766,13.566,13.049,12.167,1.175,1.118,10.421,96.268,88.841,81.803,74.626,67.129,63.823,56.687,47.026,43.377,43.277,46.862,51.121,49.257,47.132,52.075,57.971,6.262,68.073,75.482,82.207,82.319,89.216,94.271,97.947,10.517,11.038,1.105,10.558,10.147,95.247,87.695,8.398,82.882,76.439,68.868,61.365,65.488,61.872,56.274,51.196,47.368,43.543,415,47.161,51.937,52.974,54.879,61.788,71.773,77.021,82.635,89.217,96.397,10.402,11.068,11.141,11.845,12.729,8.789,3.906,22.461,1.953,58.594,0,11.719,56.641,293,0,7.812,3.906,11.719,14.648,0,32.227,0,6.836,9.766,20.508,0,2.832,16.602,10.742,10.742,5.859,293,13.672,45.898,21.484,18.555,6.836,0,52.734,19.531,21.484,0,3.125,5.859,8.789,0,7.812,293,6.836,5.859,63.477,29.297,26.367,18.555,41.992,1.953,68.359,1.953,4.883,36.133,0,24.414,977,16.602,0,0,7.812,8.789,29.297
356,Quercus_Rubra,1.953,0,3.125,625,15.625,0,0,0,39.062,1.953,0,3.906,15.625,44.922,11.719,0,5.859,11.719,13.672,5.859,46.875,5.859,0,0,17.578,11.719,19.531,17.578,89.844,9.766,5.859,5.859,1.953,0,1.953,21.484,25.391,48.828,9.766,1.953,1.953,35.156,5.859,7.812,52.734,0,37.109,0,5.859,39.062,7.812,1.953,7.812,5.859,0,5.859,19.531,25.391,42.969,25.391,1.953,7.812,3.125,23.438,90.558,1.005,10.996,12.094,13.256,14.415,15.492,16.543,17.815,19.053,19.952,18.861,17.691,16.478,15.602,14.821,13.981,13.182,12.378,11.499,10.695,98.988,91.619,84.014,76.821,69.626,65.504,65.257,65.491,65.651,67.821,7.388,80.209,87.158,93.801,10.357,11.355,12.382,13.321,14.256,15.456,16.813,17.922,17.455,16.467,15.356,14.339,13.399,12.511,11.714,1.086,1.015,92.631,83.919,78.198,7.353,68.976,66.438,66.021,65.951,67.005,70.616,75.197,83.202,12.695,977,35.156,977,41.016,0,3.906,23.438,977,293,12.695,10.742,6.836,4.883,0,6.836,0,0,7.812,3.418,23.438,27.344,0,0,1.953,11.719,3.906,29.297,9.766,27.344,1.953,68.359,0,42.969,25.391,54.688,0,12.695,0,0,0,22.461,977,6.836,0,37.109,5.859,73.242,14.648,16.602,25.391,23.438,3.906,4.883,77.148,39.062,0,977,20.508,977,37.109,11.719,3.906,26.367
357,Alnus_Viridis,0,0,33.203,5.859,19.531,0,5.859,0,5.859,5.859,5.859,33.203,1.953,3.906,23.438,0,17.578,9.766,11.719,5.859,29.297,13.672,0,3.906,3.125,35.156,13.672,25.391,1.953,19.531,46.875,85.938,19.531,0,7.812,1.953,9.766,42.969,21.484,11.719,39.062,5.859,3.906,19.531,3.906,21.484,58.594,11.719,56.641,7.812,1.953,0,44.922,41.016,3.906,9.766,9.766,5.859,13.672,7.812,0,5.859,13.672,1.953,78.443,71.012,6.358,61.977,64.802,67.355,69.694,71.582,73.695,75.127,74.638,73.438,72.548,72.236,70.346,68.204,66.156,63.605,60.985,59.737,59.737,60.815,62.175,64.255,65.991,68.223,70.565,72.715,77.253,84.479,92.148,98.203,94.562,88.129,82.011,76.713,74.216,71.427,67.844,65.025,62.417,61.678,61.198,61.369,61.647,62.152,63.298,63.949,66.078,67.597,69.298,70.995,73.892,75.307,76.406,76.836,75.144,73.067,70.474,67.611,64.759,6.042,6.547,72.919,4.883,977,977,26.367,0,6.836,17.578,293,10.742,10.742,35.156,0,0,20.508,1.953,0,0,977,35.156,5.859,0,12.305,293,12.695,12.695,18.555,1.953,0,44.922,977,14.648,60.547,1.953,977,977,0,12.695,4.883,23.438,36.133,1.953,3.906,7.812,0,11.719,977,23.438,0,13.672,50.781,78.125,9.766,44.922,24.414,0,71.289,5.859,17.578,44.922,0,0,10.742,5.859,16.602
358,Liquidambar_Styraciflua,1.953,0,17.578,16.602,15.625,0,0,5.859,27.344,7.812,5.859,0,5.859,5.859,1.953,0,19.531,17.578,17.578,7.812,13.672,5.859,0,0,0,33.203,1.953,52.734,25.391,95.703,3.906,1.953,17.578,1.953,1.953,5.859,11.719,7.812,0,1.953,41.016,48.828,0,44.922,3.125,3.906,9.766,0,5.859,13.672,1.953,1.953,11.719,5.859,0,0,11.719,17.578,66.406,46.875,1.953,0,17.578,9.766,1.279,12.547,11.446,1.089,10.329,97.048,92.548,86.734,81.938,77.346,74.665,73.116,72.487,69.874,6.583,69.668,80.247,77.486,67.014,57.163,62.422,68.348,73.112,76.469,7.987,8.465,8.988,92.102,97.363,10.561,11.297,11.858,1.223,12.227,11.334,10.443,95.068,85.603,74.581,62.929,51.449,51.114,55.764,6.027,66.167,73.044,82.386,92.131,10.177,96.956,86.992,78.851,72.249,66.097,60.353,54.468,52.197,61.696,7.262,81.914,91.478,10.072,11.032,11.944,0,8.789,9.766,977,72.266,0,0,54.688,293,0,37.109,35.059,0,16.602,0,0,0,0,0,46.875,0,89.844,4.883,0,0,0,0,977,25.391,977,7.812,12.695,0,293,10.742,0,0,4.883,0,0,0,0,0,3.906,977,7.812,20.508,46.875,6.836,75.195,6.836,293,1.953,293,24.414,0,3.906,0,3.125,0,0,1.953,0,0
360,Cotinus_Coggygria,54.688,14.063,9.766,1.953,0,10.742,23.438,5.859,0,42.969,9.375,0,95.703,0,0,0,25.391,1.953,1.953,7.812,0,0,0,0,0,7.812,0,0,9.766,1.953,0,0,15.625,1.953,29.297,72.266,5.859,0,0,0,0,23.438,0,0,3.906,0,0,0,0,0,89.844,0,1.953,1.953,0,0,7.812,27.344,5.859,9.766,1.953,0,68.359,0,9.183,85.998,80.458,74.096,68.263,63.435,58.473,54.322,51.321,48.591,47.467,45.442,45.678,4.461,44.933,4.361,47.647,47.431,49.522,47.814,50.568,52.412,55.828,57.331,60.662,64.239,68.068,70.505,75.074,79.464,85.369,89.389,82.423,77.293,71.973,68.807,64.104,61.596,59.682,57.707,546,53.981,52.461,5.487,52.526,53.704,50.923,49.203,48.865,46.118,48.604,48.015,46.991,47.079,48.622,50.878,53.242,56.457,60.179,64.964,70.743,75.915,80.647,8.466,5.859,3.906,5.859,0,11.328,0,33.203,39.062,3.906,0,4.883,15.918,10.742,13.672,0,20.508,0,0,19.531,6.836,1.953,7.812,30.273,0,0,0,0,12.695,50.781,6.836,88.867,1.953,0,7.812,14.648,0,0,38.086,0,14.648,0,17.578,0,0,32.227,1.953,29.297,6.543,5.859,2.832,0,18.555,0,39.062,11.719,0,15.625,0,7.812,0,0,0,8.789,977
362,Acer_Pictum,0,0,37.109,99.609,1.953,0,5.859,0,9.766,3.906,25.391,5.859,33.203,13.672,1.953,0,27.344,46.875,27.344,11.719,5.859,0,0,0,3.906,3.906,1.953,15.625,89.844,13.672,3.906,1.953,11.719,0,1.953,17.578,23.438,23.438,0,0,1.953,37.109,11.719,5.859,82.031,3.906,27.344,0,0,5.859,21.484,7.812,7.812,0,0,0,7.812,64.453,83.984,3.125,0,1.953,23.438,3.906,73.274,68.772,67.942,6.998,65.338,63.074,63.764,69.963,68.859,67.448,68.441,72.974,71.908,73.269,74.419,81.788,89.175,88.971,81.208,75.154,74.215,74.806,74.319,69.797,69.945,72.635,69.182,66.175,67.389,71.839,68.601,70.179,74.097,78.112,72.177,67.601,68.066,70.594,66.861,67.675,69.767,66.361,67.837,67.376,66.073,69.902,71.617,77.091,8.418,84.347,77.107,70.797,67.573,65.945,66.709,70.339,74.831,7.349,71.818,70.477,72.478,69.548,74.659,77.544,8.789,1.953,10.742,3.906,80.078,0,6.836,38.086,5.859,293,977,21.484,0,1.953,0,0,293,977,8.789,11.719,0,977,13.672,14.648,41.016,1.953,10.547,293,8.789,1.953,10.742,0,0,38.086,4.883,0,0,18.555,27.344,13.672,6.836,0,39.062,13.574,11.719,24.414,4.883,13.672,977,15.625,0,0,293,9.766,15.625,0,16.602,0,7.812,0,0,293,0,38.086
363,Magnolia_Heptapeta,70.312,12.305,11.719,7.812,0,11.523,5.859,0,9.766,9.766,66.406,0,66.406,3.906,0,0,13.672,35.156,5.859,25.391,9.766,0,0,0,0,15.625,1.953,1.953,17.578,0,0,0,37.109,0,3.125,50.781,7.812,15.625,1.953,0,1.953,21.484,0,0,41.016,0,7.812,0,0,3.906,58.594,0,3.906,1.953,0,0,7.812,37.109,7.812,7.812,0,1.953,3.125,3.906,47.355,44.062,41.267,40.478,39.631,39.017,37.458,36.358,36.904,39.167,39.139,38.843,38.595,37.383,36.899,34.889,33.305,36.717,32.121,3.416,34.958,36.852,3.761,37.687,371,35.355,36.806,38.158,39.351,40.877,41.939,42.697,45.235,48.443,44.535,40.718,37.069,33.779,31.148,31.494,3.205,32.838,33.601,34.952,36.888,38.878,41.588,45.089,49.689,49.021,44.671,4.062,38.239,36.361,337,32.348,30.391,29.472,29.835,32.563,35.602,39.502,43.825,48.951,7.812,14.648,7.812,977,94.727,20.508,12.695,49.805,38.086,0,0,7.812,10.742,0,0,0,24.414,0,3.906,25.391,0,0,9.082,0,0,0,293,6.836,8.789,18.555,17.578,0,0,45.898,19.531,0,0,52.734,0,0,0,0,293,17.578,77.148,56.641,29.297,47.852,0,293,0,0,0,293,13.086,0,37.109,0,5.859,0,0,0,0,5.859
364,Acer_Rufinerve,0,0,3.906,7.812,48.828,0,5.859,0,13.672,5.859,0,33.203,0,7.812,56.641,0,5.859,0,3.906,1.953,29.297,23.438,0,7.812,17.578,13.672,19.531,37.109,1.953,19.531,50.781,44.922,5.859,1.953,0,0,5.859,52.734,33.203,29.297,29.297,1.953,21.484,13.672,0,25.391,37.109,64.453,33.203,42.969,0,1.953,35.156,23.438,23.438,3.125,3.906,0,1.953,9.766,3.906,3.906,0,1.953,81.217,74.166,67.105,68.584,64.207,69.176,66.114,64.869,64.146,61.218,61.736,57.599,54.317,52.176,50.333,48.638,4.759,45.651,45.958,46.007,46.754,48.272,50.238,52.952,55.681,57.685,60.136,61.714,63.657,65.489,66.603,68.754,75.634,70.115,64.954,64.176,62.681,60.224,57.503,5.464,52.195,4.965,47.624,46.346,46.004,45.485,4.553,46.664,49.311,51.611,52.063,55.658,56.726,59.351,62.185,61.847,61.757,62.375,62.835,65.342,67.148,74.683,81.358,88.344,4.883,1.953,10.742,11.719,50.781,0,9.766,20.508,3.906,10.742,12.695,13.672,0,7.812,0,0,0,0,49.805,13.672,0,29.297,977,5.859,4.883,14.648,27.344,0,22.461,5.859,13.672,33.203,3.906,17.578,8.789,0,977,14.648,17.578,16.602,1.953,1.953,21.484,94.727,3.906,14.648,10.742,30.273,9.766,13.672,30.273,18.555,6.836,40.039,15.625,25.391,0,4.883,17.578,0,0,24.414,0,11.719
365,Acer_Saccharinum,0,0,3.125,27.344,37.109,0,0,5.859,42.969,0,0,7.812,0,48.828,1.953,0,0,5.859,21.484,0,23.438,23.438,0,9.766,29.297,3.906,82.031,35.156,0,0,37.109,625,0,5.859,0,0,5.859,52.734,1.953,11.719,3.125,0,0,3.906,0,27.344,19.531,0,50.781,37.109,0,29.297,0,27.344,0,3.906,1.953,1.953,23.438,7.812,9.766,44.922,3.906,60.547,84.006,84.847,86.022,86.655,86.051,86.945,86.981,87.052,88.352,88.032,86.673,84.127,81.177,77.598,73.277,68.006,59.533,60.861,63.233,573,65.276,73.248,78.263,81.557,8.452,86.205,87.311,88.368,88.825,88.546,87.803,86.754,85.933,85.985,85.561,85.421,8.476,83.997,82.786,80.858,79.327,79.377,78.869,77.948,77.342,77.482,79.035,80.344,82.279,8.421,84.455,85.431,84.701,82.408,80.647,79.731,79.079,80.185,8.019,80.117,8.074,81.971,82.458,83.065,15.625,9.082,17.578,0,6.836,0,46.875,37.109,99.609,0,0,0,293,0,0,0,16.504,3.906,293,75.195,0,0,52.734,0,0,0,0,19.531,11.719,8.789,8.789,0,0,18.555,8.789,0,0,41.992,3.906,977,0,0,6.836,0,50.781,50.781,41.992,9.766,6.836,293,0,0,0,977,293,0,44.922,0,18.555,0,0,0,0,22.461
366,Crataegus_Monogyna,1.953,7.812,23.438,23.438,21.484,0,21.484,0,5.859,0,15.625,27.344,7.812,3.906,3.125,0,5.859,17.578,23.438,7.812,9.766,17.578,0,35.156,9.766,21.484,3.906,23.438,25.391,13.672,7.812,11.719,7.812,0,5.859,7.812,11.719,17.578,625,13.672,13.672,25.391,3.906,13.672,29.297,15.625,17.578,625,17.578,9.766,17.578,0,33.203,25.391,68.359,9.766,5.859,21.484,29.297,7.812,0,3.906,13.672,1.953,57.071,55.383,54.765,56.309,58.169,61.226,63.976,67.813,71.592,75.261,77.148,7.692,75.137,71.016,7.692,77.764,75.367,77.367,76.202,73.781,70.588,67.916,65.977,63.913,61.293,59.913,59.178,58.108,60.313,58.754,59.735,62.254,66.557,64.118,60.831,63.215,68.034,66.849,64.035,67.838,74.072,67.987,70.035,76.066,75.841,72.159,72.511,73,73.955,77.976,81.655,75.871,73.255,77.601,77.671,73.098,68.312,65.721,65.935,71.556,65.652,61.941,58.157,60.851,11.719,977,977,60.547,0,977,17.578,0,7.812,13.672,293,0,293,8.789,0,1.953,293,0,10.938,3.906,0,3.906,3.906,18.555,22.461,10.742,14.648,0,7.812,7.812,26.367,0,19.531,0,1.953,0,3.906,1.953,78.125,10.645,38.086,1.953,18.555,6.836,15.625,0,15.625,0,11.719,26.367,977,17.578,26.367,63.477,0,0,977,977,20.508,0,0,0,15.625,20.508
367,Populus_Adenopoda,7.812,17.578,27.344,44.922,17.578,7.812,39.062,0,7.812,42.969,17.578,3.906,35.156,0,5.859,0,21.484,3.125,13.672,19.531,1.953,3.906,0,3.906,1.953,33.203,0,21.484,52.734,27.344,1.953,0,25.391,1.953,11.719,23.438,33.203,17.578,9.766,7.812,3.906,17.578,0,25.391,42.969,3.906,0,3.906,0,3.906,23.438,0,33.203,3.906,33.203,0,3.125,15.625,44.922,9.766,0,5.859,50.781,5.859,6.728,66.135,67.355,65.395,65.322,66.243,66.867,67.604,68.033,6.946,68.777,71.974,70.635,717,7.364,74.433,73.018,73.447,73.765,76.137,74.837,76.532,76.346,7.786,80.123,79.528,75.599,71.695,7.084,66.724,64.161,67.974,65.014,65.027,67.655,66.824,68.096,66.098,67.171,66.221,68.668,68.228,69.209,71.529,73.158,71.841,7.275,73.764,73.324,75.821,75.843,7.666,77.004,74.388,8.263,75.653,70.964,69.887,69.764,70.932,69.821,69.556,6.873,6.778,0,0,0,0,0,0,0,0,0,0,40.039,0,0,0,5.498,0,0,0,0,0,0,977,0,977,0,4.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.953,9.082,0,0,0,0,4.883,0,29.297,0,21.875,0,57.617,0,0
369,Quercus_Crassifolia,15.625,41.016,46.875,3.906,0,39.062,44.922,0,5.859,41.016,15.625,5.859,10.352,1.953,9.766,0,13.672,21.484,9.766,9.766,11.719,0,0,1.953,0,11.719,0,7.812,39.062,3.906,1.953,0,17.578,0,19.531,25.391,33.203,21.484,11.719,5.859,0,5.859,0,3.906,3.125,5.859,11.719,23.438,0,5.859,54.688,5.859,3.125,3.906,9.766,1.953,17.578,9.766,46.875,3.906,1.953,1.953,78.125,1.953,81.725,76.298,71.429,67.531,63.795,60.328,56.751,53.258,49.882,46.822,4.421,41.881,3.961,37.536,36.197,3.558,35.045,3.478,35.585,37.108,39.421,41.831,44.355,47.239,50.563,54.425,58.439,62.993,67.399,71.344,75.855,81.378,80.296,75.424,70.848,66.667,62.602,58.561,54.513,50.561,47.418,44.212,41.324,3.879,37.098,35.696,34.473,34.074,34.301,34.866,3.618,38.157,40.406,43.248,46.357,4.963,53.277,56.959,61.222,6.555,69.595,73.184,7.828,83.776,0,35.156,0,0,0,977,0,0,11.719,0,1.953,0,5.859,0,0,0,19.629,0,0,0,0,0,3.906,9.766,0,21.387,0,0,13.379,0,12.402,0,0,0,0,0,6.836,0,0,0,0,0,0,0,0,0,0,0,18.555,1.953,0,0,13.672,52.734,0,0,0,10.352,29.297,977,0,35.156,0,0
